document_id,title,subtitle,first_sentence,subjects,ddc_candidates,languages,author_keys,edition_keys,source,query,source_page,retrieved_at,label_provenance,ddc_original_candidates,correction_evidence,ddc_valid_candidates,ddc_invalid_candidates,ddc_full,label_level_1,label_level_2,label_level_3,label_status,input_kind,text_without_subjects,subjects_clean,text_with_subjects,text_hash,group_id,exclusion_reason,reviewer_ddc,reviewer_evidence,reviewer_notes,reviewer_status,reviewer_main_class,reviewer,review_scope,reviewed_at
OL45788523W,Redefining Marketing Communication with Neuromarketing and Generative AI,,,,"[""658.8""]","[""eng""]","[""OL13661040A""]","[""OL62323646M"", ""OL62322872M"", ""OL62322464M""]",https://openlibrary.org/search.json,ddc:6* AND language:eng,1,2026-09-06T14:57:25.790408+00:00,all_returned_candidates,"[""658.8""]",,"[""658.8""]",[],658.8,600,650,658,single_code,structured_metadata,Redefining Marketing Communication with Neuromarketing and Generative AI,,Redefining Marketing Communication with Neuromarketing and Generative AI,e7e621fdd7a771aaa4b5d957b373276c8887e20f7e67ce8325a8e581635183e8,group_0003034,,,https://openlibrary.org/works/OL45788523W.json ; https://openlibrary.org/books/OL62323646M.json ; https://openlibrary.org/books/OL62322872M.json,"The focus is marketing communication, making business/management within technology plausible despite AI and neuroscience terminology.",plausible_L1,600,Codex assisted source review,L1 only; detailed DDC not certified,2026-09-07T02:20:03.371669+00:00
OL45147893W,Official We Do Not Care Club Handbook,,,"Women, health and hygiene Motivation (psychology) Menopause","[""612.665""]","[""eng""]","[""OL16276742A""]","[""OL61566219M""]",https://openlibrary.org/search.json,ddc:6* AND language:eng,1,2026-09-06T14:57:25.790408+00:00,all_returned_candidates,"[""612.665""]",,"[""612.665""]",[],612.665,600,610,612,single_code,structured_metadata,Official We Do Not Care Club Handbook,"Women, health and hygiene Motivation (psychology) Menopause","Official We Do Not Care Club Handbook Subjects: Women, health and hygiene Motivation (psychology) Menopause",8ac7268d2f5841dd52a3ba2d8143160b4fb84b84290c3e4a3014d8f3cc701c5b,group_0003010,,,https://openlibrary.org/works/OL45147893W.json ; https://openlibrary.org/books/OL61566219M.json ; https://wedonotcareclub.com/book/we-do-not-care-club-handbook/ ; https://keenenh.gov/wp-content/uploads/2026/03/mar26nf.pdf,"Author describes a guide for perimenopause and menopause, supporting health within 600. Keene Public Library lists 618.175 while Open Library supplies 612.665. Flag the detailed disagreement; the broad class is unchanged.",supported_L1_check_detail,600,Codex assisted source review,L1 only; detailed DDC not certified,2026-09-07T02:20:03.371671+00:00
OL42454611W,Bioremediation of Environmental Toxicants,,,Environmental engineering,"[""628.5""]","[""eng""]","[""OL9156129A"", ""OL12912994A"", ""OL12912995A""]","[""OL57608760M""]",https://openlibrary.org/search.json,ddc:6* AND language:eng,3,2026-09-06T14:57:28.086410+00:00,all_returned_candidates,"[""628.5""]",,"[""628.5""]",[],628.5,600,620,628,single_code,structured_metadata,Bioremediation of Environmental Toxicants,Environmental engineering,Bioremediation of Environmental Toxicants Subjects: Environmental engineering,78aacafe92b309b034fbaeacec3ef1b5d296ad97e1c274199a1a83734bc43115,group_0003265,,,https://openlibrary.org/works/OL42454611W.json ; https://openlibrary.org/books/OL57608760M.json,Bioremediation and the environmental-engineering subject support applied technology.,plausible_L1,600,Codex assisted source review,L1 only; detailed DDC not certified,2026-09-07T02:20:03.371674+00:00
OL42452687W,Hoffbrands Postgraduate Haematology,,,Internal medicine,"[""616.99418""]","[""eng""]","[""OL13661241A"", ""OL15012313A"", ""OL6228891A"", ""OL715391A"", ""OL1103150A""]","[""OL57605872M""]",https://openlibrary.org/search.json,ddc:6* AND language:eng,5,2026-09-06T14:57:30.519289+00:00,all_returned_candidates,"[""616.99418""]",,"[""616.99418""]",[],616.99418,600,610,616,single_code,structured_metadata,Hoffbrands Postgraduate Haematology,Internal medicine,Hoffbrands Postgraduate Haematology Subjects: Internal medicine,b492179ab393b3d21bad59a44ec3e7683b35b39eacce81c503288e1c03d43775,group_0003438,,,https://openlibrary.org/works/OL42452687W.json ; https://openlibrary.org/books/OL57605872M.json ; https://onlinelibrary.wiley.com/doi/book/10.1002/9781119706687,"Publisher describes a general clinical haematology reference spanning multiple blood disorders. Medicine in 600 is supported, but the narrow source code should be checked before any detailed classification experiment.",supported_L1_check_detail,600,Codex assisted source review,L1 only; detailed DDC not certified,2026-09-07T02:20:03.371676+00:00
OL42413406W,Financial and Managerial Accounting,,,,"[""658.1511""]","[""eng""]","[""OL1763171A"", ""OL5305895A"", ""OL8211230A""]","[""OL57546871M""]",https://openlibrary.org/search.json,ddc:6* AND language:eng,4,2026-09-06T14:57:29.176622+00:00,all_returned_candidates,"[""658.1511""]",,"[""658.1511""]",[],658.1511,600,650,658,single_code,structured_metadata,Financial and Managerial Accounting,,Financial and Managerial Accounting,0f6bbaa96b1146da1114cc94152725d18e1732c0322b7879bcf95b4ce6c035b6,group_0003378,,,https://openlibrary.org/works/OL42413406W.json ; https://openlibrary.org/books/OL57546871M.json,Managerial accounting belongs with business management in 600. Financial terminology alone does not make this macroeconomics.,plausible_L1,600,Codex assisted source review,L1 only; detailed DDC not certified,2026-09-07T02:20:03.371677+00:00
OL45621453W,Monir Shahroudy Farmanfarmaian,,,,"[""709""]","[""eng""]","[""OL16462001A""]","[""OL62125132M""]",https://openlibrary.org/search.json,ddc:7* AND language:eng,1,2026-09-06T14:57:31.421635+00:00,all_returned_candidates,"[""709""]",,"[""709""]",[],709,700,700,709,single_code,structured_metadata,Monir Shahroudy Farmanfarmaian,,Monir Shahroudy Farmanfarmaian,20ce34ec3a9fa61fd9149df57a652eb09841d22013df0ce5f703e5de39780971,group_0003545,,,https://openlibrary.org/works/OL45621453W.json ; https://openlibrary.org/books/OL62125132M.json ; https://learninglab.si.edu/collections/get-to-know-monir-shahroudy-farmanfarmaian/syOfmidQEAK5tzpe,"The named subject is an artist, as confirmed by the Smithsonian, so arts is plausible. The exact book edition and its detailed cataloging still need fuller evidence.",plausible_L1,700,Codex assisted source review,L1 only; detailed DDC not certified,2026-09-07T02:20:03.371679+00:00
OL45923362W,Women Artists and Abstract Art in Postwar Rome,,,Art,"[""700.820945632""]","[""eng""]","[""OL8293643A"", ""OL11668063A""]","[""OL62481078M""]",https://openlibrary.org/search.json,ddc:7* AND language:eng,2,2026-09-06T14:57:32.647417+00:00,all_returned_candidates,"[""700.820945632""]",,"[""700.820945632""]",[],700.820945632,700,700,700,single_code,structured_metadata,Women Artists and Abstract Art in Postwar Rome,Art,Women Artists and Abstract Art in Postwar Rome Subjects: Art,c280c5d0cb3edeb172dcca00896abe9b6ce93dc55bfde054c558eb91768a69b9,group_0003623,,,https://openlibrary.org/works/OL45923362W.json ; https://openlibrary.org/books/OL62481078M.json,Women artists and abstract art directly support the arts class; historical place and time do not override the art focus.,plausible_L1,700,Codex assisted source review,L1 only; detailed DDC not certified,2026-09-07T02:20:03.371680+00:00
OL45911904W,Technical Studies of Asian Art,,,,"[""709.5""]","[""eng""]","[""OL16566487A"", ""OL10070144A"", ""OL6898485A"", ""OL16566488A""]","[""OL62466608M""]",https://openlibrary.org/search.json,ddc:7* AND language:eng,2,2026-09-06T14:57:32.647417+00:00,all_returned_candidates,"[""709.5""]",,"[""709.5""]",[],709.5,700,700,709,single_code,structured_metadata,Technical Studies of Asian Art,,Technical Studies of Asian Art,2ed95caf5177f64ac02922bd24ac2372cd6186d907f0017f6187495087be7c36,group_0003613,,,https://openlibrary.org/works/OL45911904W.json ; https://openlibrary.org/books/OL62466608M.json,The title explicitly concerns Asian art. The word technical does not by itself imply technology.,plausible_L1,700,Codex assisted source review,L1 only; detailed DDC not certified,2026-09-07T02:20:03.371682+00:00
OL42397987W,Saphie the One-Eyed Cat Volume 1,,,Children's fiction,"[""741.5""]","[""eng""]","[""OL14991503A""]","[""OL57522552M""]",https://openlibrary.org/search.json,ddc:7* AND language:eng,3,2026-09-06T14:57:33.387263+00:00,all_returned_candidates,"[""741.5""]",,"[""741.5""]",[],741.5,700,740,741,single_code,structured_metadata,Saphie the One-Eyed Cat Volume 1,Children's fiction,Saphie the One-Eyed Cat Volume 1 Subjects: Children's fiction,a4032605e34aa016904a49bee0d6f0f905b0f5263311f6f791babf14c378a960,group_0003774,,,https://openlibrary.org/works/OL42397987W.json ; https://openlibrary.org/books/OL57522552M.json ; https://scholastic.co.nz/media/8839/march-trade-parade_main_final_v9.pdf,Scholastic identifies this edition as a graphic novel. The arts/comics assignment is plausible despite a children's-fiction subject tag.,supported_L1,700,Codex assisted source review,L1 only; detailed DDC not certified,2026-09-07T02:20:03.371684+00:00
OL42402095W,Insecurities in European Football and Supporter Cultures,,,Recreation,"[""796.334094""]","[""eng""]","[""OL10065627A""]","[""OL57528470M""]",https://openlibrary.org/search.json,ddc:7* AND language:eng,2,2026-09-06T14:57:32.647417+00:00,all_returned_candidates,"[""796.334094""]",,"[""796.334094""]",[],796.334094,700,790,796,single_code,structured_metadata,Insecurities in European Football and Supporter Cultures,Recreation,Insecurities in European Football and Supporter Cultures Subjects: Recreation,eeb2f0e712c457d89c7f7db200aa829c56f2d9bd04e370a8bcf496b802cab62b,group_0003669,,,https://openlibrary.org/works/OL42402095W.json ; https://openlibrary.org/books/OL57528470M.json,"Football and supporter cultures support sports/recreation within 700, with related sociology content.",plausible_L1,700,Codex assisted source review,L1 only; detailed DDC not certified,2026-09-07T02:20:03.371686+00:00
OL45613344W,Origins of Apocalyptic Science Fiction,,,Literature,"[""809.38762""]","[""eng""]","[""OL16458442A""]","[""OL62115272M""]",https://openlibrary.org/search.json,ddc:8* AND language:eng,2,2026-09-06T14:57:38.614676+00:00,all_returned_candidates,"[""809.38762""]",,"[""809.38762""]",[],809.38762,800,800,809,single_code,structured_metadata,Origins of Apocalyptic Science Fiction,Literature,Origins of Apocalyptic Science Fiction Subjects: Literature,bf1634c4be4080e1454712cc09c37b182ffdcf18d95354dfda48c6d9bb4f3909,group_0004132,,,https://openlibrary.org/works/OL45613344W.json ; https://openlibrary.org/books/OL62115272M.json,"The origins of a science-fiction genre concern literary study, not natural science.",plausible_L1,800,Codex assisted source review,L1 only; detailed DDC not certified,2026-09-07T02:20:03.371687+00:00
OL45148107W,Ambessa : Chosen of the Wolf : A League of Legends,,,"Fiction, fantasy, epic","[""813.6""]","[""eng""]","[""OL16038432A""]","[""OL61566556M""]",https://openlibrary.org/search.json,ddc:8* AND language:eng,1,2026-09-06T14:57:36.899479+00:00,all_returned_candidates,"[""813.6""]",,"[""813.6""]",[],813.6,800,810,813,single_code,structured_metadata,Ambessa : Chosen of the Wolf : A League of Legends,"Fiction, fantasy, epic","Ambessa : Chosen of the Wolf : A League of Legends Subjects: Fiction, fantasy, epic",e42a301f3d1e1d85d57a0fcac5792d21a7f92378c50b4b37dd8d8646d2aaa2f2,group_0004015,,,https://openlibrary.org/works/OL45148107W.json ; https://openlibrary.org/books/OL61566556M.json,The epic-fantasy fiction subject supports literature. A game-related setting does not itself make this a game manual.,plausible_L1,800,Codex assisted source review,L1 only; detailed DDC not certified,2026-09-07T02:20:03.371689+00:00
OL45910310W,High Spirits at the Village Inn,,,,"[""823.92""]","[""eng""]","[""OL9870736A""]","[""OL62465748M"", ""OL62464401M""]",https://openlibrary.org/search.json,ddc:8* AND language:eng,4,2026-09-06T14:57:40.573275+00:00,all_returned_candidates,"[""823.92""]",,"[""823.92""]",[],823.92,800,820,823,single_code,structured_metadata,High Spirits at the Village Inn,,High Spirits at the Village Inn,21bfd3f52f9d02f90d0709d5c4c0b04d42f1859040c32a39793582b8cf6b8db6,group_0004321,,,https://openlibrary.org/works/OL45910310W.json ; https://openlibrary.org/books/OL62465748M.json ; https://openlibrary.org/books/OL62464401M.json,"The supplied title suggests a novel and the edition supplies 823.92, but no description or subject evidence was retrieved. Retain as unverified rather than certify from the title alone.",unresolved_L1,,Codex assisted source review,L1 only; detailed DDC not certified,2026-09-07T02:20:03.371691+00:00
OL45228951W,A Lady for All Seasons,,It was a damp and dreary afternoon near the end of the London season in the year the regent had become King.,Romance Historical Fiction LGBT Queer Historical Romance Historical Fiction Lesbian Adult LGBTQ+,"[""813.54""]","[""eng""]","[""OL10501609A""]","[""OL61664684M""]",https://openlibrary.org/search.json,ddc:8* AND language:eng,1,2026-09-06T14:57:36.899479+00:00,all_returned_candidates,"[""813.54""]",,"[""813.54""]",[],813.54,800,810,813,single_code,structured_metadata,A Lady for All Seasons. It was a damp and dreary afternoon near the end of the London season in the year the regent had become King.,Romance Historical Fiction LGBT Queer Historical Romance Historical Fiction Lesbian Adult LGBTQ+,A Lady for All Seasons. It was a damp and dreary afternoon near the end of the London season in the year the regent had become King. Subjects: Romance Historical Fiction LGBT Queer Historical Romance Historical Fiction Lesbian Adult LGBTQ+,3c26d336eac1d6a4a1a3c1c9ef7404b76dacf33b1fc82227ebbbe57c6f48d919,group_0004055,,,https://openlibrary.org/works/OL45228951W.json ; https://openlibrary.org/books/OL61664684M.json ; https://www.penguinrandomhouse.com/books/783127/a-lady-for-all-seasons-by-tj-alexander/9798217007295/,"The work synopsis and publisher identify a Regency romance, supporting literature. The exact 813.54 suffix was not independently verified and is unnecessary for the proposed broad target.",supported_L1_check_detail,800,Codex assisted source review,L1 only; detailed DDC not certified,2026-09-07T02:20:03.371692+00:00
OL45911599W,Love Blooms at the Cornish Cottage,,,,"[""823.92""]","[""eng""]","[""OL8487703A""]","[""OL62466174M""]",https://openlibrary.org/search.json,ddc:8* AND language:eng,4,2026-09-06T14:57:40.573275+00:00,all_returned_candidates,"[""823.92""]",,"[""823.92""]",[],823.92,800,820,823,single_code,structured_metadata,Love Blooms at the Cornish Cottage,,Love Blooms at the Cornish Cottage,4d50ee52ff5dc0691118fbce88fae3397b881e80598749d8a16c4d7c6c9bcf16,group_0004380,,,https://openlibrary.org/works/OL45911599W.json ; https://openlibrary.org/books/OL62466174M.json ; https://www.boldwoodbooks.com/book/love-blooms-at-the-cornish-cottage/,"Publisher identifies women's fiction and a romantic series, supporting literature.",supported_L1,800,Codex assisted source review,L1 only; detailed DDC not certified,2026-09-07T02:20:03.371695+00:00
OL42417589W,Lonely Planet Experience Tuscany,,,,"[""914.5504932""]","[""eng""]","[""OL12572150A"", ""OL9631150A"", ""OL1785489A""]","[""OL57554507M""]",https://openlibrary.org/search.json,ddc:9* AND language:eng,4,2026-09-06T14:57:46.680941+00:00,all_returned_candidates,"[""914.5504932""]",,"[""914.5504932""]",[],914.5504932,900,910,914,single_code,structured_metadata,Lonely Planet Experience Tuscany,,Lonely Planet Experience Tuscany,92902ca1b6d47c15236620575f81bd3a6faebaf49e30844931fc8d32e7257b8b,group_0004887,,,https://openlibrary.org/works/OL42417589W.json ; https://openlibrary.org/books/OL57554507M.json,A Tuscany travel guide fits geography/travel in 900.,plausible_L1,900,Codex assisted source review,L1 only; detailed DDC not certified,2026-09-07T02:20:03.371697+00:00
OL45910338W,Spatial Analysis Model for Exploring Human-Environment Interactions,,,,"[""930.1""]","[""eng""]","[""OL16565578A""]","[""OL62464433M""]",https://openlibrary.org/search.json,ddc:9* AND language:eng,1,2026-09-06T14:57:43.554344+00:00,all_returned_candidates,"[""930.1""]",,"[""930.1""]",[],930.1,900,930,930,single_code,structured_metadata,Spatial Analysis Model for Exploring Human-Environment Interactions,,Spatial Analysis Model for Exploring Human-Environment Interactions,61f538f90af6d566972cb384e132226d747b1adeed6485f7fb7825e90d27ccd0,group_0004560,,,https://openlibrary.org/works/OL45910338W.json ; https://openlibrary.org/books/OL62464433M.json ; https://www.cambridge.org/core/elements/spatial-analysis-model-for-exploring-humanenvironment-interactions/FF82FB1751AA5CEBB1F8DC43B726A885,Cambridge places the book in its archaeological tools series and describes reconstruction of historical settlement landscapes. This supports archaeology in 900 rather than generic mathematical modeling.,supported_L1,900,Codex assisted source review,L1 only; detailed DDC not certified,2026-09-07T02:20:03.371699+00:00
OL42542332W,100 Diaries That Chronicled World Events,,,,"[""900""]","[""eng""]","[""OL7636955A""]","[""OL60858579M"", ""OL57744689M""]",https://openlibrary.org/search.json,ddc:9* AND language:eng,3,2026-09-06T14:57:45.506148+00:00,all_returned_candidates,"[""900""]",,"[""900""]",[],900,900,900,900,single_code,structured_metadata,100 Diaries That Chronicled World Events,,100 Diaries That Chronicled World Events,a8f7bf2bdcbd517d22b6448e0af51b0b682587a04858a58386317d8f92d6def2,group_0004762,,,https://openlibrary.org/works/OL42542332W.json ; https://openlibrary.org/books/OL60858579M.json ; https://openlibrary.org/books/OL57744689M.json,A collection organized around diaries chronicling world events plausibly belongs in history. The record does not independently establish a more specific code.,plausible_L1,900,Codex assisted source review,L1 only; detailed DDC not certified,2026-09-07T02:20:03.371700+00:00
OL42402906W,Montgomery vs Rommel at el Agheila 1942,,,World history,"[""940.54231""]","[""eng""]","[""OL14993635A""]","[""OL57529671M""]",https://openlibrary.org/search.json,ddc:9* AND language:eng,4,2026-09-06T14:57:46.680941+00:00,all_returned_candidates,"[""940.54231""]",,"[""940.54231""]",[],940.54231,900,940,940,single_code,structured_metadata,Montgomery vs Rommel at el Agheila 1942,World history,Montgomery vs Rommel at el Agheila 1942 Subjects: World history,5bcc85f39e4593feed0db91d0b431d75405832522905a0e8562e8e8a83464375,group_0004824,,,https://openlibrary.org/works/OL42402906W.json ; https://openlibrary.org/books/OL57529671M.json,The 1942 military campaign and world-history subject support history.,plausible_L1,900,Codex assisted source review,L1 only; detailed DDC not certified,2026-09-07T02:20:03.371702+00:00
OL42398073W,Rough Guide to Ecuador and the Galapagos,,,"America, history","[""918.660475""]","[""eng""]","[""OL3140874A"", ""OL3401986A""]","[""OL57522688M""]",https://openlibrary.org/search.json,ddc:9* AND language:eng,2,2026-09-06T14:57:44.429477+00:00,all_returned_candidates,"[""918.660475""]",,"[""918.660475""]",[],918.660475,900,910,918,single_code,structured_metadata,Rough Guide to Ecuador and the Galapagos,"America, history","Rough Guide to Ecuador and the Galapagos Subjects: America, history",d6617a3bea02595010b0ad3fe3c351ba605bfc9949a7597d0bed6cb95fc243ca,group_0004669,,,https://openlibrary.org/works/OL42398073W.json ; https://openlibrary.org/books/OL57522688M.json,An Ecuador and Galapagos travel guide supports geography/travel in 900.,plausible_L1,900,Codex assisted source review,L1 only; detailed DDC not certified,2026-09-07T02:20:03.371711+00:00
